title,keywords,group,link,pdf,abstract
Latent Time Neural Ordinary Differential Equations,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20547,https://ojs.aaai.org/index.php/AAAI/article/view/20547/20306,Abstract
Beyond GNNs- An Efficient Architecture for Graph Problems,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20548,https://ojs.aaai.org/index.php/AAAI/article/view/20548/20307,Abstract
Programmatic Modeling and Generation of Real-Time Strategic Soccer Environments for Reinforcement Learning,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20549,https://ojs.aaai.org/index.php/AAAI/article/view/20549/20308,Abstract
Admissible Policy Teaching through Reward Design,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20550,https://ojs.aaai.org/index.php/AAAI/article/view/20550/20309,Abstract
Entropy-Based Logic Explanations of Neural Networks,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20551,https://ojs.aaai.org/index.php/AAAI/article/view/20551/20310,Abstract
Training Robust Deep Models for Time-Series Domain- Novel Algorithms and Theoretical Analysis,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20552,https://ojs.aaai.org/index.php/AAAI/article/view/20552/20311,Abstract
A Fast Algorithm for PAC Combinatorial Pure Exploration,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20553,https://ojs.aaai.org/index.php/AAAI/article/view/20553/20312,Abstract
Modeling Attrition in Recommender Systems with Departing Bandits,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20554,https://ojs.aaai.org/index.php/AAAI/article/view/20554/20313,Abstract
"Federated Dynamic Sparse Training- Computing Less, Communicating Less, Yet Learning Better",Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20555,https://ojs.aaai.org/index.php/AAAI/article/view/20555/20314,Abstract
Robust and Resource-Efficient Data-Free Knowledge Distillation by Generative Pseudo Replay,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20556,https://ojs.aaai.org/index.php/AAAI/article/view/20556/20315,Abstract
ErfAct and Pserf- Non-monotonic Smooth Trainable Activation Functions,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20557,https://ojs.aaai.org/index.php/AAAI/article/view/20557/20316,Abstract
Feedback Gradient Descent- Efficient and Stable Optimization with Orthogonality for DNNs,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20558,https://ojs.aaai.org/index.php/AAAI/article/view/20558/20317,Abstract
Breaking the Convergence Barrier- Optimization via Fixed-Time Convergent Flows,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20559,https://ojs.aaai.org/index.php/AAAI/article/view/20559/20318,Abstract
Shrub Ensembles for Online Classification,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20560,https://ojs.aaai.org/index.php/AAAI/article/view/20560/20319,Abstract
NoiseGrad — Enhancing Explanations by Introducing Stochasticity to Model Weights,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20561,https://ojs.aaai.org/index.php/AAAI/article/view/20561/20320,Abstract
Leaping through Time with Gradient-Based Adaptation for Recommendation,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20562,https://ojs.aaai.org/index.php/AAAI/article/view/20562/20321,Abstract
Active Sampling for Text Classification with Subinstance Level Queries,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20563,https://ojs.aaai.org/index.php/AAAI/article/view/20563/20322,Abstract
A Unifying Theory of Thompson Sampling for Continuous Risk-Averse Bandits,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20564,https://ojs.aaai.org/index.php/AAAI/article/view/20564/20323,Abstract
Locally Private k-Means Clustering with Constant Multiplicative Approximation and Near-Optimal Additive Error,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20565,https://ojs.aaai.org/index.php/AAAI/article/view/20565/20324,Abstract
Safe Online Convex Optimization with Unknown Linear Safety Constraints,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20566,https://ojs.aaai.org/index.php/AAAI/article/view/20566/20325,Abstract
Deconvolutional Density Network- Modeling Free-Form Conditional Distributions,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20567,https://ojs.aaai.org/index.php/AAAI/article/view/20567/20326,Abstract
Multiscale Generative Models- Improving Performance of a Generative Model Using Feedback from Other Dependent Generative Models,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20568,https://ojs.aaai.org/index.php/AAAI/article/view/20568/20327,Abstract
Simultaneously Learning Stochastic and Adversarial Bandits under the Position-Based Model,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20569,https://ojs.aaai.org/index.php/AAAI/article/view/20569/20328,Abstract
Clustering Interval-Censored Time-Series for Disease Phenotyping,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20570,https://ojs.aaai.org/index.php/AAAI/article/view/20570/20329,Abstract
Efficient Robust Training via Backward Smoothing,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20571,https://ojs.aaai.org/index.php/AAAI/article/view/20571/20330,Abstract
An Online Learning Approach to Sequential User-Centric Selection Problems,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20572,https://ojs.aaai.org/index.php/AAAI/article/view/20572/20331,Abstract
Better Parameter-Free Stochastic Optimization with ODE Updates for Coin-Betting,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20573,https://ojs.aaai.org/index.php/AAAI/article/view/20573/20332,Abstract
Mutual Nearest Neighbor Contrast and Hybrid Prototype Self-Training for Universal Domain Adaptation,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20574,https://ojs.aaai.org/index.php/AAAI/article/view/20574/20333,Abstract
Evidential Neighborhood Contrastive Learning for Universal Domain Adaptation,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20575,https://ojs.aaai.org/index.php/AAAI/article/view/20575/20334,Abstract
Zero Stability Well Predicts Performance of Convolutional Neural Networks,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20576,https://ojs.aaai.org/index.php/AAAI/article/view/20576/20335,Abstract
Semi-supervised Learning with Multi-Head Co-Training,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20577,https://ojs.aaai.org/index.php/AAAI/article/view/20577/20336,Abstract
Instance Selection- A Bayesian Decision Theory Perspective,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20578,https://ojs.aaai.org/index.php/AAAI/article/view/20578/20337,Abstract
Input-Specific Robustness Certification for Randomized Smoothing,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20579,https://ojs.aaai.org/index.php/AAAI/article/view/20579/20338,Abstract
Multimodal Adversarially Learned Inference with Factorized Discriminators,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20580,https://ojs.aaai.org/index.php/AAAI/article/view/20580/20339,Abstract
Imbalance-Aware Uplift Modeling for Observational Data,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20581,https://ojs.aaai.org/index.php/AAAI/article/view/20581/20340,Abstract
KAM Theory Meets Statistical Learning Theory- Hamiltonian Neural Networks with Non-zero Training Loss,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20582,https://ojs.aaai.org/index.php/AAAI/article/view/20582/20341,Abstract
BScNets- Block Simplicial Complex Neural Networks,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20583,https://ojs.aaai.org/index.php/AAAI/article/view/20583/20342,Abstract
ASM2TV- An Adaptive Semi-supervised Multi-Task Multi-View Learning Framework for Human Activity Recognition,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20584,https://ojs.aaai.org/index.php/AAAI/article/view/20584/20343,Abstract
Identification of Linear Latent Variable Model with Arbitrary Distribution,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20585,https://ojs.aaai.org/index.php/AAAI/article/view/20585/20344,Abstract
DPNAS- Neural Architecture Search for Deep Learning with Differential Privacy,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20586,https://ojs.aaai.org/index.php/AAAI/article/view/20586/20345,Abstract
Graph Neural Controlled Differential Equations for Traffic Forecasting,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20587,https://ojs.aaai.org/index.php/AAAI/article/view/20587/20346,Abstract
Differentially Private Regret Minimization in Episodic Markov Decision Processes,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20588,https://ojs.aaai.org/index.php/AAAI/article/view/20588/20347,Abstract
Learning by Competition of Self-Interested Reinforcement Learning Agents,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20589,https://ojs.aaai.org/index.php/AAAI/article/view/20589/20348,Abstract
How to Distribute Data across Tasks for Meta-Learning-,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20590,https://ojs.aaai.org/index.php/AAAI/article/view/20590/20349,Abstract
Similarity Search for Efficient Active Learning and Search of Rare Concepts,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20591,https://ojs.aaai.org/index.php/AAAI/article/view/20591/20350,Abstract
Learning Influence Adoption in Heterogeneous Networks,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20592,https://ojs.aaai.org/index.php/AAAI/article/view/20592/20351,Abstract
Graph-Wise Common Latent Factor Extraction for Unsupervised Graph Representation Learning,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20593,https://ojs.aaai.org/index.php/AAAI/article/view/20593/20352,Abstract
Reinforcement Learning with Stochastic Reward Machines,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20594,https://ojs.aaai.org/index.php/AAAI/article/view/20594/20353,Abstract
Sparse-RS- A Versatile Framework for Query-Efficient Sparse Black-Box Adversarial Attacks,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20595,https://ojs.aaai.org/index.php/AAAI/article/view/20595/20354,Abstract
"Learning Logic Programs Though Divide, Constrain, and Conquer",Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20596,https://ojs.aaai.org/index.php/AAAI/article/view/20596/20355,Abstract
Implicit Gradient Alignment in Distributed and Federated Learning,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20597,https://ojs.aaai.org/index.php/AAAI/article/view/20597/20356,Abstract
How Good Are Low-Rank Approximations in Gaussian Process Regression-,Machine Learning (ML),Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20598,https://ojs.aaai.org/index.php/AAAI/article/view/20598/20357,Abstract
KOALA- A Kalman Optimization Algorithm with Loss Adaptivity,Machine Learning (ML,Technical Tracks 6: AAAI Technical Track on Machine Learning I,https://ojs.aaai.org/index.php/AAAI/article/view/20599,https://ojs.aaai.org/index.php/AAAI/article/view/20599/20358,Abstract
